cliente,abandona,meses_activos,valor_final,retorno_anual,frecuencia_rebalanceo,comision_total
265,True,15,979885.66,-0.0161,1.0,12864.48
266,True,15,979885.66,-0.0161,1.0,12864.48
267,True,15,979885.66,-0.0161,1.0,12864.48
268,True,15,979885.66,-0.0161,1.0,12864.48
269,True,15,975730.86,-0.0195,0.9333,12817.13
270,True,42,970017.75,-0.0087,1.0,36616.3
271,True,15,974290.94,-0.0206,0.8667,12814.67
272,True,15,979885.66,-0.0161,1.0,12864.48
273,True,15,979885.66,-0.0161,1.0,12864.48
274,True,15,979885.66,-0.0161,1.0,12864.48
275,True,15,979885.66,-0.0161,1.0,12864.48
276,True,15,979885.66,-0.0161,1.0,12864.48
277,True,15,979885.66,-0.0161,1.0,12864.48
278,True,15,975730.86,-0.0195,0.9333,12817.13
279,True,15,975730.86,-0.0195,0.9333,12817.13
280,True,15,979885.66,-0.0161,1.0,12864.48
281,True,15,975730.86,-0.0195,0.9333,12817.13
282,True,16,998043.62,-0.0015,1.0,13696.88
283,True,15,979885.66,-0.0161,1.0,12864.48
284,True,15,979885.66,-0.0161,1.0,12864.48
285,True,15,979885.66,-0.0161,1.0,12864.48
286,True,15,979885.66,-0.0161,1.0,12864.48
287,True,15,979885.66,-0.0161,1.0,12864.48
288,True,15,979885.66,-0.0161,1.0,12864.48
289,True,15,980609.07,-0.0155,0.9333,12870.2
290,True,15,975730.86,-0.0195,0.9333,12817.13
291,True,15,979885.66,-0.0161,1.0,12864.48
292,True,15,979885.66,-0.0161,1.0,12864.48
293,True,16,998780.44,-0.0009,0.9375,13703.21
294,True,15,979885.66,-0.0161,1.0,12864.48
295,True,15,975730.86,-0.0195,0.9333,12817.13
296,True,15,979885.66,-0.0161,1.0,12864.48
297,True,15,979885.66,-0.0161,1.0,12864.48
298,True,15,979885.66,-0.0161,1.0,12864.48
299,True,15,979885.66,-0.0161,1.0,12864.48
300,True,16,998043.62,-0.0015,1.0,13696.88
301,True,16,996613.49,-0.0025,0.875,13677.28
302,True,42,966179.13,-0.0098,0.9762,36606.02
303,True,15,979885.66,-0.0161,1.0,12864.48
304,True,15,975730.86,-0.0195,0.9333,12817.13
305,True,42,966179.13,-0.0098,0.9762,36606.02
306,True,15,975730.86,-0.0195,0.9333,12817.13
307,True,15,979885.66,-0.0161,1.0,12864.48
308,True,15,974987.78,-0.0201,0.8667,12809.95
309,True,15,975730.86,-0.0195,0.9333,12817.13
310,True,15,979885.66,-0.0161,1.0,12864.48
