cliente,abandona,meses_activos,valor_final,retorno_anual,frecuencia_rebalanceo,comision_total
393,True,15,953754.9,-0.0372,1.0,13762.57
394,True,15,953754.9,-0.0372,1.0,13762.57
395,True,15,953754.9,-0.0372,1.0,13762.57
396,True,15,953754.9,-0.0372,1.0,13762.57
397,True,15,953754.9,-0.0372,1.0,13762.57
398,True,15,953754.9,-0.0372,1.0,13762.57
399,True,15,953754.9,-0.0372,1.0,13762.57
400,True,15,953754.9,-0.0372,1.0,13762.57
401,True,15,953754.9,-0.0372,1.0,13762.57
402,True,15,953754.9,-0.0372,1.0,13762.57
403,True,15,953754.9,-0.0372,1.0,13762.57
404,True,15,953754.9,-0.0372,1.0,13762.57
405,True,15,953754.9,-0.0372,1.0,13762.57
406,True,15,953754.9,-0.0372,1.0,13762.57
407,True,15,953754.9,-0.0372,1.0,13762.57
408,True,15,953754.9,-0.0372,1.0,13762.57
409,True,15,953754.9,-0.0372,1.0,13762.57
410,True,15,953754.9,-0.0372,1.0,13762.57
411,True,15,953754.9,-0.0372,1.0,13762.57
412,True,15,953754.9,-0.0372,1.0,13762.57
413,True,15,953754.9,-0.0372,1.0,13762.57
414,True,15,953754.9,-0.0372,1.0,13762.57
415,True,15,953754.9,-0.0372,1.0,13762.57
416,True,15,953754.9,-0.0372,1.0,13762.57
417,True,15,953754.9,-0.0372,1.0,13762.57
418,True,15,953754.9,-0.0372,1.0,13762.57
419,True,15,953754.9,-0.0372,1.0,13762.57
420,True,15,953754.9,-0.0372,1.0,13762.57
421,True,15,953754.9,-0.0372,1.0,13762.57
422,True,15,953754.9,-0.0372,1.0,13762.57
423,True,15,953754.9,-0.0372,1.0,13762.57
424,True,15,953754.9,-0.0372,1.0,13762.57
425,True,15,953754.9,-0.0372,1.0,13762.57
426,True,15,953754.9,-0.0372,1.0,13762.57
427,True,15,953754.9,-0.0372,1.0,13762.57
428,True,15,953754.9,-0.0372,1.0,13762.57
429,True,15,953754.9,-0.0372,1.0,13762.57
430,True,15,953754.9,-0.0372,1.0,13762.57
431,True,15,953754.9,-0.0372,1.0,13762.57
432,True,15,953754.9,-0.0372,1.0,13762.57
433,True,15,953754.9,-0.0372,1.0,13762.57
434,True,15,953754.9,-0.0372,1.0,13762.57
435,True,15,953754.9,-0.0372,1.0,13762.57
436,True,15,953754.9,-0.0372,1.0,13762.57
437,True,15,953754.9,-0.0372,1.0,13762.57
438,True,15,953754.9,-0.0372,1.0,13762.57
439,True,15,953754.9,-0.0372,1.0,13762.57
440,True,15,953754.9,-0.0372,1.0,13762.57
441,True,15,953754.9,-0.0372,1.0,13762.57
442,True,15,953754.9,-0.0372,1.0,13762.57
443,True,15,953754.9,-0.0372,1.0,13762.57
444,True,15,953754.9,-0.0372,1.0,13762.57
445,True,15,953754.9,-0.0372,1.0,13762.57
446,True,15,953754.9,-0.0372,1.0,13762.57
447,True,15,953754.9,-0.0372,1.0,13762.57
448,True,15,953754.9,-0.0372,1.0,13762.57
449,True,15,953754.9,-0.0372,1.0,13762.57
450,True,15,953754.9,-0.0372,1.0,13762.57
451,True,15,953754.9,-0.0372,1.0,13762.57
452,True,15,953754.9,-0.0372,1.0,13762.57
453,True,15,953754.9,-0.0372,1.0,13762.57
454,True,15,953754.9,-0.0372,1.0,13762.57
455,True,15,953754.9,-0.0372,1.0,13762.57
456,True,15,953754.9,-0.0372,1.0,13762.57
457,True,15,953754.9,-0.0372,1.0,13762.57
458,True,15,953754.9,-0.0372,1.0,13762.57
